"","Parenga","Car_Nicobarese","Vietnamese","Fijian","Wallisian","Samoan","Maori","Tonga_","Kilivila","Muyuw","Chamorro","Tagalog","Pottangi_Ollar_Gadaba","Telugu","Riang_","Newari","Biete","Chothe_Naga","Angami_Naga","Mandarin_Chinese","Hakka_Chinese","Min_Nan_Chinese","Yue_Chinese","Thai","Nyunga","Hausa","Awngi","Mesopotamian_Arabic","South_Levantine_Arabic","Algerian_Arabic","Libyan_Arabic","Moroccan_Arabic","Tunisian_Arabic","Standard_Arabic","Assyrian_Neo-Aramaic","Hebrew","Amharic","Tigre","Jola-Fonyi","Pulaar","Serer","Nuclear_Wolof","Lingala","Kikuyu","Gusii","Ganda","Chiga","Nyankole","Rundi","Xhosa","Zulu","Southern_Sotho","Tswana","Venda","Yoruba","Abua","Khana","Hadza","Nama_","Teso","Acoli","Luo_","Kabardian","Ainu_","Basque","Albanian","Modern_Armenian","Latvian","Belarusian","Russian","Ukrainian","Bulgarian","Macedonian","Czech","Polish","Welsh","Manx","Scottish_Gaelic","Danish","Norwegian","Standard_German","Dutch","Swiss_German","Kriol","Standard_English","Modern_Greek_","Eastern_Pahari","Mahasu_Pahari","Bhili","Gamit","Dubli","Gujarati","Vasavi","Dhanki","Bundeli","Hindi","Urdu","Assamese","Western_Panjabi","Sindhi","Konkani","Marathi","Kurdish","Western_Farsi","Italian","Sicilian","Standard_French","Standard_Spanish","Nuclear_Japanese","Korean","Chuvash","Tatar","Karachay-Balkar","Nuclear_Turkish","Finnish","Hungarian","Mari","Erzya","Moksha","Komi-Zyrian","Komi-Permyak","Lule_Sami","Nenets","Yucuna","Central_Aymara","Central_Tunebo","Shuar","Xavánte","Kaingang","Kayapó","Krahô","Panoan_Katukína","Ticuna","Nhengatu","Yanomamö","Mescalero-Chiricahua_Apache","Navajo","Northwest_Alaska_Inupiatun","Kalaallisut","Central_Yupik","Tzeltal","Tzotzil","Lacandon","Yucatec_Maya","Peñoles_Mixtec","Central_Nahuatl"
"Pulaar",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,148.148148148148,0,74.074074074074,111.111111111111,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Serer",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,148.148148148148,74.074074074074,0,111.111111111111,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Nuclear_Wolof",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,148.148148148148,111.111111111111,111.111111111111,0,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,177.777777777778,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Lingala",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,0,122.222222222222,122.222222222222,122.222222222222,122.222222222222,122.222222222222,122.222222222222,122.222222222222,122.222222222222,122.222222222222,122.222222222222,122.222222222222,155.555555555556,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Kikuyu",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,0,95.0617283950617,95.0617283950616,95.0617283950617,95.0617283950617,95.0617283950617,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,155.555555555556,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Gusii",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,95.0617283950617,0,81.4814814814815,81.4814814814815,81.4814814814815,81.4814814814816,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,155.555555555556,155.555555555556,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Ganda",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,95.0617283950616,81.4814814814815,0,67.9012345679012,67.9012345679012,81.4814814814815,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,155.555555555556,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Chiga",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,95.0617283950617,81.4814814814815,67.9012345679012,0,13.5802469135802,81.4814814814815,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,155.555555555556,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Nyankole",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,95.0617283950617,81.4814814814815,67.9012345679012,13.5802469135802,0,81.4814814814815,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,155.555555555556,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Rundi",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,95.0617283950617,81.4814814814816,81.4814814814815,81.4814814814815,81.4814814814815,0,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,155.555555555556,155.555555555556,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Xhosa",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,0,18.6243386243386,93.1216931216931,93.121693121693,93.1216931216931,155.555555555556,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Zulu",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,18.6243386243386,0,93.1216931216931,93.121693121693,93.1216931216931,155.555555555556,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Southern_Sotho",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,93.1216931216931,93.1216931216931,0,46.5608465608465,77.6014109347442,155.555555555556,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Tswana",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,93.121693121693,93.121693121693,46.5608465608465,0,77.6014109347441,155.555555555555,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Venda",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,122.222222222222,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,108.641975308642,93.1216931216931,93.1216931216931,77.6014109347442,77.6014109347441,0,155.555555555556,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Yoruba",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555555,155.555555555556,0,155.555555555555,155.555555555556,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Abua",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,155.555555555555,155.555555555555,155.555555555556,155.555555555555,155.555555555555,155.555555555555,155.555555555556,155.555555555555,155.555555555555,155.555555555555,155.555555555555,155.555555555555,155.555555555555,0,124.444444444444,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Khana",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,177.777777777778,177.777777777778,177.777777777778,177.777777777778,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,155.555555555556,124.444444444444,0,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Hadza",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,0,188.888888888889,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Nama_",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,0,188.888888888889,188.888888888889,188.888888888889,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Teso",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,0,161.904761904762,161.904761904762,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Acoli",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,161.904761904762,0,80.952380952381,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Luo_",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,188.888888888889,161.904761904762,80.952380952381,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Kabardian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Ainu_",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,0,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Basque",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,0,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
