glottocode	longitude	latitude	UV_305_mean	UV_305_sd	UV_310_mean	UV_310_sd	UV_325_mean	UV_325_sd	UV_380_mean	UV_380_sd	UV_A_mean	UV_A_sd	UV_B_mean	UV_B_sd	UV_mean	UV_sd
thai1261	100.671	14.192	82.7236111111111	20.258689316878	119.715277777778	27.492200527023	408.722222222222	89.7261761257691	731.715277777778	163.504186488376	570.21875	208.538827319998	101.219444444444	30.4104336277856	335.719097222222	277.894203315211
ticu1245	290.128	-3.663	76.1636363636364	27.1622347023928	108.465454545455	36.996272342219	357.541818181818	120.263552874372	632.254545454545	221.064133292883	494.898181818182	224.743838386869	92.3145454545455	36.2307064072636	293.606363636364	257.765234046475
tigr1270	38.223	17.349	81.2013888888889	16.7870780988123	119.361111111111	20.8639565872683	414.895833333333	63.8322298798074	744.201388888889	112.234453451773	579.548611111111	188.358043139811	100.28125	26.881331407891	339.914930555556	274.880237191772
tong1325	184.75	-21.17	66.3310580204778	23.3976119385014	101.389078498294	27.932749783172	358.77133105802	80.00337491128	646.518771331058	138.071962906851	502.645051194539	182.881027931212	83.8600682593857	31.15284968917	293.252559726962	247.135485340948
tswa1253	24.759	-24.368	65.5887043189369	29.2140252615466	102.039867109635	36.0123831292647	369.986710963455	104.212122564889	671.139534883721	180.274588147589	520.563122923588	210.604976378581	83.8142857142857	37.4981472008809	302.188704318937	265.684571049483
tuni1259	9.562	33.797	45.9660436137072	24.2323801887184	78.3732087227414	33.7614670146963	310.532710280374	113.587960224418	568.853582554517	205.054643009949	439.693146417445	210.096161587121	62.1696261682243	33.5431214240391	250.931386292835	241.399880414899
nucl1301	32.867	39.867	30.5894259818731	20.8413497055323	57.5223564954683	31.4904946967856	249.936555891239	107.755048643218	462.184290030211	195.046022217199	356.060422960725	189.917888073796	44.0558912386707	29.89227183264	200.058157099698	206.935518860135
tzel1254	267.721	16.638	77.7737588652482	23.6179560901783	113.787234042553	32.7298461006802	389.975177304965	107.14723342556	700.436170212766	196.540319870368	545.205673758865	221.696006408035	95.7804964539007	33.7327303480397	320.493085106383	275.066811898568
tzot1259	267.26	16.64	77.7737588652482	23.6179560901783	113.787234042553	32.7298461006802	389.975177304965	107.14723342556	700.436170212766	196.540319870368	545.205673758865	221.696006408035	95.7804964539007	33.7327303480397	320.493085106383	275.066811898568
ukra1253	24.396	48.176	15.6889534883721	13.4483785775527	35.1831395348837	24.6960462487149	186.497093023256	92.5172428510545	354.101744186047	170.404829580827	270.299418604651	160.637206041213	25.4360465116279	22.1347101751165	147.86773255814	167.74381165082
urdu1245	67	25	70.9694915254237	21.417197411862	109.379661016949	25.7675029983321	396.949152542373	76.4175389742748	724.067796610169	130.403855219134	560.508474576271	195.448408981043	90.1745762711864	30.4932573093001	325.341525423729	273.676389579203
vasa1239	73.865	21.362	74.1632653061225	19.6731104287813	111.768707482993	24.777664726795	395.918367346939	78.9154738719725	717.210884353741	140.825369616213	556.56462585034	197.126117519235	92.9659863945578	29.2194108234928	324.765306122449	271.32267548734
cent2150	287.903	6.887	87.7657039711191	22.3003220380112	125.032490974729	29.8348538747735	412.274368231047	94.0455322197025	734.050541516246	172.379965508651	573.162454873646	212.547943231407	106.399097472924	32.2534988933869	339.780776173285	278.574574649143
vend1245	29.952	-22.188	66.7355704697987	29.4614501846034	102.197315436242	37.2885119585373	362.157718120805	112.287383631117	652.127516778523	197.888578267235	507.142617449664	216.556274354296	84.4664429530201	37.9765648403598	295.804530201342	262.393625186768
viet1252	105.774	20.681	74.9109589041096	21.3004755227809	112.102739726027	27.9313664109279	393.811643835616	91.9931014971325	707.63698630137	164.989529195495	550.724315068493	206.095494089321	93.5068493150685	31.0206032513351	322.115582191781	272.04216650515
wall1257	183.793	-13.29	72.7805755395683	19.2979315690686	108.061151079137	23.7089725762145	370.827338129496	69.6953067589533	662.661870503597	124.152436520438	516.744604316547	177.334659619505	90.4208633093525	27.8955425411977	303.58273381295	248.147636850742
pano1254	288.438	-7.975	84.5070422535211	19.4237647160326	119.496478873239	26.0465061430032	396.887323943662	81.2452639416893	703.521126760563	147.464781364553	550.204225352113	194.154215645745	102.00176056338	28.8708429057274	326.102992957746	263.653806100368
wels1247	-4	52	11.9360465116279	11.5987901529602	28.4898255813953	22.8203501319418	164.520348837209	91.0789529914133	316.459302325581	169.220588783743	240.489825581395	155.62254156189	20.2129360465116	19.8942164201347	130.351380813953	156.324746037045
nucl1347	-15.383	15.253	85.4755244755245	16.6228893841698	124.230769230769	22.1904649375143	425.576923076923	69.5236374720241	762.167832167832	123.163789735257	593.872377622378	195.849113101306	104.853146853147	27.5652915195873	349.362762237762	281.741913963297
xava1240	307.563	-14.302	84.7659574468085	21.34303400001	122.780141843972	27.0841819861485	414.379432624113	79.1432864430129	747.482269503546	139.724085143572	580.93085106383	201.640731383166	103.77304964539	30.9094520815773	342.35195035461	278.853231052184
xhos1239	28.077	-31.039	46.6697160883281	28.6644196417815	78.6807570977918	38.1826950919953	309.652996845426	119.34507235898	567.410094637224	210.249525411475	438.531545741325	214.041601237157	62.6752365930599	37.3438664590081	250.603391167192	242.755888727286
yano1261	295.122	1.68	88.768115942029	15.5553158899914	123.286231884058	20.5306323403622	403.04347826087	60.652316998712	705.36231884058	111.405300479677	554.202898550725	175.843568470233	106.027173913043	25.090854596371	330.115036231884	256.947173277509
yoru1245	3.672	7.153	89.8297101449275	22.4534262521588	127.06884057971	29.9850685283669	416.804347826087	93.8703057856977	740.398550724638	170.780626529744	578.601449275362	212.556294748232	108.449275362319	32.3677984011833	343.525362318841	280.006853448464
yucu1253	288.997	-0.761	81.8791208791209	24.5966738387569	115.380952380952	33.3917467872138	379.663003663004	108.142114360215	673.139194139194	199.38267513	526.401098901099	217.367110766157	98.6300366300366	33.7569637368736	312.515567765568	264.500987603132
cent2127	198.514	60.306	8.91286549707602	9.94847774084835	22.4397660818713	21.754460167711	132.137134502924	101.465570174162	257.860233918129	196.141297288455	194.998684210526	168.2408836096	15.6763157894737	18.2073254575169	105.3375	149.508479369082
zulu1248	31.351	-25.331	59.3967637540453	28.9496998147276	94.3708737864078	37.2673500892615	346.275080906149	113.214364223949	627.601941747573	200.416482255961	486.938511326861	215.098724698651	76.8838187702265	37.6557872243744	281.911165048544	256.697592786624
atla1278	8.25	8.75	88.9170909090909	21.6942009871257	126.381818181818	29.4346305978855	416.323636363636	90.7673330326097	740.025454545455	164.905733100931	578.174545454545	209.588803961829	107.649454545455	31.919286152443	342.912	279.018875566319
nilo1247	29.75	4.75	93.0915750915751	18.0253814741707	130.692307692308	24.521460727271	428.18315018315	76.4062969593466	761.684981684982	140.068587563916	594.934065934066	201.400343587135	111.891941391941	28.5720279115147	353.413003663004	281.169266624859
ainu1252	142.46	43.63	27.2432835820896	20.7643235598558	52.7591044776119	33.2631240017728	235.89552238806	117.480962189186	439.301492537313	215.325714491138	337.598507462687	200.991194798202	40.0011940298507	30.5066333310802	188.799850746269	206.89659451399
indo1319	71.55	34	56.8664596273292	28.1540243945231	93.5031055900621	36.1882623650873	359.608695652174	107.88861071913	641.745341614907	184.693255151565	500.67701863354	206.812522895874	75.1847826086957	37.2232161971319	287.930900621118	259.533075369379
afro1255	8.08	8.67	88.9170909090909	21.6942009871257	126.381818181818	29.4346305978855	416.323636363636	90.7673330326097	740.025454545455	164.905733100931	578.174545454545	209.588803961829	107.649454545455	31.919286152443	342.912	279.018875566319
sino1245	94.75	26.1	61.7953947368421	24.4279754650732	97.2707236842105	32.7321870757467	357.763157894737	109.65428643044	649.819078947368	198.107573615703	503.791118421053	216.685023616545	79.5330592105263	33.8796402807302	291.662088815789	262.804264802907
atha1245	236.5	53.75	16.7755102040816	17.2728765407884	36.402332361516	31.3535292385686	187.413994169096	119.176354812021	355.588921282799	222.513269450569	271.501457725948	197.210789812094	26.5889212827988	27.133122371699	149.045189504373	186.564128197682
ayma1253	291.5	-17	80.818661971831	27.271014595585	118.619718309859	34.4759315633992	402.102112676056	100.125540257095	723.302816901409	176.2927211362	562.702464788732	215.299417106177	99.7191901408451	36.3635130429453	331.210827464789	278.303183449103
turk1311	125	56	10.7279069767442	10.7509891189161	26.759011627907	22.9344516627878	157.616279069767	101.329148293993	304.764534883721	192.022911710922	231.190406976744	170.167330255537	18.7434593023256	19.6128040407014	124.966933139535	161.095481129462
aust1307	120.98	23.76	68.8525252525253	22.2792156054348	106.427609427609	28.8166790574659	386.451178451178	93.796349661142	699.057239057239	167.412099030539	542.754208754209	207.009829073441	87.6400673400673	31.872095943424	315.197138047138	271.554443707789
ural1272	30	68	5.45284280936455	6.41137440468792	15.4739130434783	14.65636317838	111.317391304348	72.2519438340779	215.967558528428	137.41872247369	163.642474916388	121.550142000453	10.4633779264214	12.3648911286797	87.0529264214047	115.448194977862
otom1299	262.58	17.67	74.5427046263345	23.3294332446379	109.049822064057	31.5436943263458	374.829181494662	105.611312311969	669.519572953737	194.150642381013	522.174377224199	214.778677740184	91.7962633451957	32.6569683160487	306.985320284698	264.432846284139
aust1305	100.5	14.83	82.7236111111111	20.258689316878	119.715277777778	27.492200527023	408.722222222222	89.7261761257691	731.715277777778	163.504186488376	570.21875	208.538827319998	101.219444444444	30.4104336277856	335.719097222222	277.894203315211
eski1264	189.52	63.69	7.4437125748503	8.3016084038765	19.9377245508982	18.8911982516557	127.278443113772	94.5689561210923	251.29371257485	184.274828022256	189.286077844311	158.961636440545	13.6907185628743	15.8638407380166	101.488398203593	143.055513988542
japo1237	140	37	40.7520958083832	24.1639578185416	73.0814371257485	34.6103043600954	305.329341317365	116.669006057048	566.224550898204	209.573413131388	435.776946107784	213.928254324799	56.9167664670659	33.9298935967034	246.346856287425	243.621292690688
abkh1242	41.16	43.06	23.5328402366864	17.8639787648136	47.8508875739645	28.8124450080245	225.254437869822	99.1259145667965	423.230769230769	179.88807928334	324.242603550296	175.712147656616	35.6918639053254	26.867246347523	179.967233727811	191.356734454812
nucl1710	310	-11	87.2114695340502	22.0403915750683	124.78853046595	29.3895030505676	419.333333333333	89.0573737954254	752.114695340502	159.624698438605	585.724014336918	210.73965448308	106	32.049837761502	345.862007168459	283.344672373463
kore1284	128	37.5	35.4195266272189	24.0777370559135	64.3266272189349	35.6487455239777	272.204142011834	124.907810683465	502.476331360947	227.862928698216	387.340236686391	216.766417193843	49.8730769230769	33.6619822923703	218.606656804734	229.204472081745
maya1287	268.17	15.42	80.8036231884058	21.7240374932145	117.474637681159	29.811213415807	401.384057971014	97.0459551844115	720.539855072464	177.905803079701	560.961956521739	214.495339853036	99.1391304347826	31.8729884894677	330.050543478261	277.234872030696
utoa1244	249.75	27.5	68.158940397351	22.5658409756862	105.586092715232	26.1003215054729	387.122516556291	74.3784983685442	706.622516556291	122.387041511177	546.872516556291	189.210865302574	86.8725165562914	30.741073041875	316.872516556291	267.023385289115
tupi1275	298	-8	89.5907473309609	16.4481800928879	126.099644128114	21.7024694089021	417.928825622776	64.353892559382	744.839857651246	114.919502783382	581.384341637011	188.212186275906	107.845195729537	26.531638935022	344.614768683274	272.318825039543
pama1250	142.49	-12.17	85.3321678321678	20.5058352034068	124.496503496503	27.022634859486	422.167832167832	82.4377690662317	755.594405594406	146.223200586109	588.881118881119	204.709370322587	104.914335664336	30.9593485918574	346.897727272727	282.879205358447
drav1251	79.92	21.53	79.7147651006711	21.2302397754022	118.708053691275	27.5672181659893	408.355704697987	84.8149956426655	715.872483221477	149.817207976701	562.114093959732	196.152642678089	99.2114093959731	31.3859509976529	330.662751677852	270.792549550083
jiva1245	281.81	-3.45	85.7773722627737	21.515257360692	121.591240875912	29.2820200729644	400.43795620438	93.2351284482409	711.105839416058	170.911818090049	555.771897810219	207.581108956621	103.684306569343	31.3082914483087	329.728102189781	270.476246603411
taik1256	108	24	71.3177257525084	20.9352482103565	109.565217391304	26.6533475151116	394.036789297659	85.6784333658081	713.244147157191	150.316815061143	553.640468227425	201.143979952514	90.4414715719063	30.6547055775333	322.040969899666	272.699830368929
ticu1244	290.13	-3.66	76.1636363636364	27.1622347023928	108.465454545455	36.996272342219	357.541818181818	120.263552874372	632.254545454545	221.064133292883	494.898181818182	224.743838386869	92.3145454545455	36.2307064072636	293.606363636364	257.765234046475
chib1249	276.58	9.75	82.4451263537906	23.5222994661663	118.241877256318	32.0775099678654	395.458483754513	103.128293053495	704.667870036101	189.696682414315	550.063176895307	217.287414717444	100.343501805054	33.3261628648672	325.20333935018	273.400843797197
pano1259	285	-7.5	78.7665454545455	27.2365316758685	111.690909090909	36.5310950076125	371.294545454545	117.279115909583	658.912727272727	214.320756148949	515.103636363636	224.740413269434	95.2287272727273	36.1632522401521	305.166181818182	264.571882899671
yano1268	295.12	1.68	88.768115942029	15.5553158899914	123.286231884058	20.5306323403622	403.04347826087	60.652316998712	705.36231884058	111.405300479677	554.202898550725	175.843568470233	106.027173913043	25.090854596371	330.115036231884	256.947173277509
araw1281	290.83	1	79.3382352941177	17.6707152776603	111.136029411765	23.0382296521384	367.735294117647	77.0301838854969	648.639705882353	142.849192680112	508.1875	181.40746478049	95.2371323529412	25.9609570123874	301.712316176471	243.81774708748
