glottocode,UVB,daltonism,n_colors,exists_blue,subsistence,stage,L1,macroarea,macroarea2,longitude,latitude,dist2water,dist2ocean,dist2lakes,dist2rivers,climate_PC1,climate_PC2,altitude,log_popSize,glottocode_family,latitude_family,longitude_family,macro_family,genetic_incomplete,genetic_full,V1_add_2,V2_add_2,V1_add_3,V2_add_3,V3_add_3,V1_add_4,V2_add_4,V3_add_4,V4_add_4,V1_ult_2,V2_ult_2,V1_qlc_2,V2_qlc_2,V3_qlc_2,V4_qlc_2,V5_qlc_2
khan1278,29.7875368080094,2.092,5,no,AGR,4,Ogoni,Africa,Africa,7.44363,4.70908,4.713,9.955,4.713,25.908,3.447,-0.281,21,12.206,atla1278,8.75,8.25,Niger-Congo,Bantu.speakers,Bantu.speakers,-5.43689890833198,-5.10186289850735,-5.43689890833198,-5.10186289850735,-8.85964582874302,-5.43689890833198,-5.10186289850735,-8.85964582874302,0.42595511189568,-5.43689890833198,-5.10186289850735,49.8445527224497,38.6739886198146,-23.8610200239981,-2.00766946806355,-1.29664271146601
pott1240,25.4276166097838,2.415,3,no,AGR,2,Ollari,Eurasia,Asia,82.7586,18.5968,8.916,100.617,8.916,48.563,-0.625,1.298,970,9.616,drav1251,21.53,79.92,Dravidian,Indian..Mixed,Indian..Mixed,-6.78995701088452,-3.82055379285472,-6.78995701088452,-3.82055379285472,-10.7070364897371,-6.78995701088452,-3.82055379285472,-10.7070364897371,-4.42387463408364,-6.78995701088452,-3.82055379285472,13.5892543503105,-33.9359727206798,-10.1758663033995,-10.6117600077298,-0.587037768025446
rian1262,26.6243843069874,1.54,6,yes,AGR,5,Riang,Eurasia,Asia,92.0321,23.6803,25.302,123.371,25.302,58.72,0.701,0.229,238,11.245,sino1245,26.1,94.75,Sino-Tibetan,,Dai,-5.41270717305098,-5.11761430967257,-5.41270717305098,-5.11761430967257,-8.86474186467145,-5.41270717305098,-5.11761430967257,-8.86474186467145,0.452163767157997,-5.41270717305098,-5.11761430967257,15.4214202135127,-42.6302810790136,-13.4239235089311,-16.3976664279433,-1.05880916219469
poli1260,10.7897317012859,10.68,10,yes,AGR,7,Polish,Eurasia,Europe,18.6255,51.8439,5.713,267.945,5.713,5.713,-5.539,-2.115,127,17.416,indo1319,34,71.55,Indo-European,Europeans..Mixed,Europeans..Mixed,-5.40379621626728,-5.12617090188779,-5.40379621626728,-5.12617090188779,-8.83093146623903,-5.40379621626728,-5.12617090188779,-8.83093146623903,0.399062016509259,-5.40379621626728,-5.12617090188779,-45.125206229469,6.92751496391112,-0.072418266232987,39.6310303602677,-44.5390387552504
west2386,25.7197816184352,4.818875,11,yes,AGR,7,Punjab,Eurasia,Asia,75.3474,30.0948,8.043,761.808,8.043,67.207,-2.609,3.932,218,17.92,indo1319,34,71.55,Indo-European,Punjabi,Punjabi,7.53090799407975,-8.97103383020077,7.53090799407975,-8.97103383020077,58.1229117791017,7.53090799407975,-8.97103383020077,58.1229117791017,28.6272264279391,7.53090799407975,-8.97103383020077,-68.424425455975,28.4486736529511,4.85674730744789,-33.0767131092331,14.3434977379623
rund1242,28.2637158956109,2.6,3,no,AGR,2,Rundi,Africa,Africa,31.3191,-1.44174,24.131,946.052,24.131,48.805,-0.184,-0.03,1224,16.118,atla1278,8.75,8.25,Niger-Congo,Masai,Masai,-4.73885637083835,-5.56995400614353,-4.73885637083835,-5.56995400614353,-5.87060698305188,-4.73885637083835,-5.56995400614353,-5.87060698305188,-1.09610990900741,-4.73885637083835,-5.56995400614353,70.3337962040661,72.2299756515359,-51.2568648510043,-7.0968336705631,-8.62902645069208
russ1263,10.117055393586,7.965,12,yes,AGR,7,Russian,Eurasia,Europe,50,59,8.56,823.926,9.651,8.56,-7.507,-3.437,173,18.735,indo1319,34,71.55,Indo-European,Russians,Russians,-5.4122522858755,-5.11860269760556,-5.4122522858755,-5.11860269760556,-8.86654519410432,-5.4122522858755,-5.11860269760556,-8.86654519410432,0.419785401968791,-5.4122522858755,-5.11860269760556,-45.9528958696601,7.13002876864546,-0.07485329329252,41.4178690599181,-46.9176119197581
lule1254,5.68288107947805,6.3,9,yes,AGR,7,Saami,Eurasia,Europe,17.8057,67.2759,7.528,90.957,7.528,13.278,-7.613,-5.569,896,7.313,ural1272,68,30,Uralic,,Khanty,-5.35093484879956,-5.15920943259811,-5.35093484879956,-5.15920943259811,-8.59286572629145,-5.35093484879956,-5.15920943259811,-8.59286572629145,0.275970306263883,-5.35093484879956,-5.15920943259811,-17.7363375312044,-7.93819055199843,-2.45215043716885,31.7366973474345,-9.10669290728942
samo1305,26.2344644902635,0,6,yes,AGR,5,Samoa,Papunesia,Papunesia,188.17,-13.92,6.105,16.99,6.105,934.098,5.135,-3.486,170,12.201,aust1307,23.76,120.98,Austronesian,Samoans,Samoans,58.7535488763485,-41.9741742540184,58.7535488763485,-41.9741742540184,-2.86260230356384,58.7535488763485,-41.9741742540184,-2.86260230356384,-9.89296190487941,58.7535488763485,-41.9741742540184,20.4745600841412,-73.2924843288997,-26.6539573867421,-62.9526669467377,-46.5569731506639
sere1260,28.9919871794872,1.57,7,yes,AGR,999,Serer-Sine,Africa,Africa,-16.3916,13.8941,1.899,17.678,1.899,1.899,-0.145,3.601,10,13.938,atla1278,8.75,8.25,Niger-Congo,Bantu.speakers,Bantu.speakers,-5.43689890833198,-5.10186289850735,-5.43689890833198,-5.10186289850735,-8.85964582874302,-5.43689890833198,-5.10186289850735,-8.85964582874302,0.42595511189568,-5.43689890833198,-5.10186289850735,39.541566433713,19.0944471406502,-6.89706854363124,1.67126264868895,4.63781759212724
shua1257,26.1518400243309,7.1,9,yes,AGR,999,Shuar,South America,South America,281.8108,-3.45136,27.149,164.28,47.658,27.149,2.432,-2.87,1298,10.463,jiva1245,-3.45136,281.8108,Chicham,Peruvian,Peruvian,7.33748978141761,-8.78301747092482,7.33748978141761,-8.78301747092482,57.1747146071525,7.33748978141761,-8.78301747092482,57.1747146071525,30.0640790966415,7.33748978141761,-8.78301747092482,12.3126679820573,-22.9065210657311,-4.70409940846035,17.5606868775191,37.9085348602333
sici1248,17.3787021690746,5.03,6,yes,AGR,5,Sicilian,Eurasia,Europe,14.0414,37.5735,16.529,33.744,16.529,52.969,-3.405,-0.312,569,15.363,indo1319,34,71.55,Indo-European,Sardinian,Sardinian,-5.41313366221547,-5.1203136635209,-5.41313366221547,-5.1203136635209,-8.8723774426153,-5.41313366221547,-5.1203136635209,-8.8723774426153,0.420472106054288,-5.41313366221547,-5.1203136635209,-39.9133263675235,5.50301442908989,-0.054458073143439,24.579085564547,-22.2578514284593
sind1272,25.5712901439646,3.1,6,no,AGR,999,Sindhi,Eurasia,Asia,69,26,33.583,184.914,33.583,43.315,-2.528,5.03,19,16.733,indo1319,34,71.55,Indo-European,Sindhi,Sindhi,-350.149858600934,53.8751200111574,-350.149858600934,53.8751200111574,73.1845773046133,-350.149858600934,53.8751200111574,73.1845773046133,-10.0549453068309,-350.149858600934,53.8751200111574,-68.4244254559752,28.4486736529511,4.85674730744789,-33.0767131092328,14.343497737962
sout2807,22.5039698697068,2.45175,7,no,AGR,999,South Sotho (Sesuto),Africa,Africa,27.8951,-30.4445,5.323,196.742,31.742,5.323,-4.482,-1.482,1873,14.386,atla1278,8.75,8.25,Niger-Congo,,San,-350.010064064784,53.8180398533127,-350.010064064784,53.8180398533127,73.1385406085677,-350.010064064784,53.8180398533127,73.1385406085677,-10.061626209594,-350.010064064784,53.8180398533127,70.0615750927364,71.7552745563809,-50.8599824775357,-7.0186705059919,-8.51187837815053
sout3123,21.0826671891327,6.452,10,yes,AGR,7,"Arabic, South Levantine Spoken (Negev Bedouin)",Eurasia,Asia,38.0837,31.5601,81.169,307.153,81.169,271.258,-4.141,2.118,753,15.068,afro1255,8.67,8.08,Afro-Asiatic,Palestinian,Palestinian,-5.41311142656695,-5.12012845574099,-5.41311142656695,-5.12012845574099,-8.87230254010092,-5.41311142656695,-5.12012845574099,-8.87230254010092,0.420518668573051,-5.41311142656695,-5.12012845574099,56.7068144249382,14.9486195540293,106.296714260943,-11.7527589984767,-11.8014917676301
swis1247,12.0751413470993,6.96666666666667,11,yes,AGR,7,"German, Swiss",Eurasia,Europe,8.46419,47.0516,3.424,295.266,3.424,8.745,-4.134,-3.75,691,15.35,indo1319,34,71.55,Indo-European,Europeans..Mixed,Europeans..Mixed,-5.40379621626728,-5.12617090188779,-5.40379621626728,-5.12617090188779,-8.83093146623903,-5.40379621626728,-5.12617090188779,-8.83093146623903,0.399062016509259,-5.40379621626728,-5.12617090188779,-41.5607914289234,5.93300222415618,-0.059732184185382,28.5342510104041,-27.3318494784788
tata1255,9.79930353682171,6.09,10,yes,AGR,7,Tatar,Eurasia,Asia,50,55,6.112,868.03,6.112,28.367,-7.389,-2.874,127,15.269,turk1311,56,125,Altaic,,Chuvash,-5.41199425822074,-5.12079659751567,-5.41199425822074,-5.12079659751567,-8.8675557368379,-5.41199425822074,-5.12079659751567,-8.8675557368379,0.41824948516864,-5.41199425822074,-5.12079659751567,-16.9771949724005,-7.28027503147327,-2.19892653395586,26.2887305048095,-6.92593149210204
telu1262,27.3449532316406,2.10333333333333,8,yes,HG,999,Telugu,Eurasia,Asia,78.7024,16.4529,3.445,168.209,3.445,32.623,-0.662,3.572,430,18.117,drav1251,21.53,79.92,Dravidian,Telugu,Telugu,34.3230734907979,-18.3373633459125,34.3230734907979,-18.3373633459125,193.278967047524,34.3230734907979,-18.3373633459125,193.278967047524,71.4915022692098,34.3230734907979,-18.3373633459125,13.5892543503104,-33.9359727206798,-10.1758663033995,-10.6117600077298,-0.587037768025462
thai1261,28.0040168378995,5.609,8,yes,AGR,999,Thai,Eurasia,Asia,100.671,14.192,5.406,85.673,6.491,5.406,0.84,2.287,5,16.821,taik1256,24,108,Tai-Kadai,Lao.Loum,Lao.Loum,-5.34927713833541,-5.16014562155292,-5.34927713833541,-5.16014562155292,-8.58502798405346,-5.34927713833541,-5.16014562155292,-8.58502798405346,0.271894828777403,-5.34927713833541,-5.16014562155292,13.2440166119395,-32.551722555548,-9.69701327585942,-9.93689132901497,-0.542563132319035
ticu1245,28.9496589561091,0,5,no,AGR,4,Ticuna,South America,South America,290.1277,-3.66289,39.492,1075.016,53.848,39.492,3.006,-1.249,140,10.392,ticu1244,-3.66289,290.1277,Ticuna-Yuri,Ticuna,Ticuna,47.638590893227,-38.274359016058,47.638590893227,-38.274359016058,227.796205090434,47.638590893227,-38.274359016058,227.796205090434,-90.8677365504488,47.638590893227,-38.274359016058,12.3126679820573,-22.9065210657311,-4.70409940846035,17.560686877519,37.9085348602333
tigr1270,28.8117505995204,2.857,5,no,AGR,4,"Tigre,Billen,Tigre",Africa,Africa,38.2233,17.3494,58.261,58.261,158.64,178.746,-2.365,1.549,1931,13.864,afro1255,8.67,8.08,Afro-Asiatic,,Somali,111.824003771288,-79.1434542288276,111.824003771288,-79.1434542288276,-37.4248853355824,111.824003771288,-79.1434542288276,-37.4248853355824,22.853389790145,111.824003771288,-79.1434542288276,47.8684918607627,11.2607566723081,76.2180074914621,-7.32595706684236,-6.56441312719911
tong1325,24.4377133105802,7.5,6,no,AGR,999,Tongan (Polynesia),Papunesia,Papunesia,184.75,-21.17,4.264,10.313,4.264,721.965,1.119,-0.738,14,11.475,aust1307,23.76,120.98,Austronesian,Micronesians,Micronesians,-4.72832334202346,-5.57674005294725,-4.72832334202346,-5.57674005294725,-5.82356072731394,-4.72832334202346,-5.57674005294725,-5.82356072731394,-1.12026204627273,-4.72832334202346,-5.57674005294725,20.3357351597586,-72.519850348068,-26.3339296123773,-61.9643637511865,-45.7065906979375
tswa1253,25.0906284378438,2,5,no,AGR,4,"Tswana, Setswana",Africa,Africa,24.7587,-24.368,26.158,794.273,26.158,324.119,-3.167,1.58,1172,13.883,atla1278,8.75,8.25,Niger-Congo,Bantu.speakers,Bantu.speakers,-5.43689890833198,-5.10186289850735,-5.43689890833198,-5.10186289850735,-8.85964582874302,-5.43689890833198,-5.10186289850735,-8.85964582874302,0.42595511189568,-5.43689890833198,-5.10186289850735,70.0615750927364,71.755274556381,-50.8599824775357,-7.01867050599188,-8.51187837815052
tuni1259,18.2680173292559,5.49,11,yes,AGR,7,"Arabic, Tunisian Spoken",Africa,Africa,9.56156,33.7966,15.612,31.991,15.612,42.496,-3.509,2.031,125,16.013,afro1255,8.67,8.08,Afro-Asiatic,Tunisian,Tunisian,357.757165785297,58.308146444543,357.757165785297,58.308146444543,-34.3784527447981,357.757165785297,58.308146444543,-34.3784527447981,-101.160129528603,357.757165785297,58.308146444543,57.5389296164199,15.2916744807784,109.081503759868,-12.1576974070075,-12.2765033541972
nucl1301,17.274044328125,2.9354,11,yes,AGR,7,Turkish,Eurasia,Asia,32.8667,39.8667,4.682,193.676,4.682,51.411,-5.183,-0.605,1031,17.651,turk1311,56,125,Altaic,Turks,Turks,-5.41284051950696,-5.1197541748687,-5.41284051950696,-5.1197541748687,-8.87142758735889,-5.41284051950696,-5.1197541748687,-8.87142758735889,0.420570725680425,-5.41284051950696,-5.1197541748687,-16.8616009969379,-7.20322829445411,-2.17242442745827,25.8745712045381,-6.79900720456619
tzel1254,26.7077570921986,0,5,no,AGR,4,Oxchug Tzeltal,North America,North America,267.7214,16.6384,18.042,131.801,18.042,51.318,-1.814,-1.207,2103,12.827,maya1287,15.42,268.17,Mayan,Mexicans,Mexicans,-47.1344401652466,-105.724491183439,-47.1344401652466,-105.724491183439,4.63858804744769,-47.1344401652466,-105.724491183439,4.63858804744769,31.6541685034461,-47.1344401652466,-105.724491183439,13.6223901567193,-27.218379582336,-5.77257662899821,23.7914461210526,56.7739083260787
tzot1259,26.7077570921986,1.715,5,no,AGR,4,"Tzotzil, Zinacantán",South America,South America,267.26,16.64,2.941,98.899,21.657,2.941,3.29622,-0.19592213,396,18.623995767,maya1287,15.42,268.17,Mayan,Mexicans,Mexicans,-47.1344401652466,-105.724491183439,-47.1344401652466,-105.724491183439,4.63858804744769,-47.1344401652466,-105.724491183439,4.63858804744769,31.6541685034461,-47.1344401652466,-105.724491183439,13.6223901567193,-27.218379582336,-5.77257662899821,23.7914461210526,56.7739083260786
ukra1253,11.4464015151515,6.52,12,yes,AGR,7,Ukrainian,Eurasia,Europe,24.395786,48.175842,11.035,476.563,19.72,11.035,-5.832,-3.814,1301,17.281,indo1319,34,71.55,Indo-European,Russians,Russians,-5.4122522858755,-5.11860269760556,-5.4122522858755,-5.11860269760556,-8.86654519410432,-5.4122522858755,-5.11860269760556,-8.86654519410432,0.419785401968791,-5.4122522858755,-5.11860269760556,-45.9528958696601,7.13002876864546,-0.074853293292526,41.417869059918,-46.9176119197581
urdu1245,26.3167410714286,5.405,11,yes,AGR,7,Urdu,Eurasia,Asia,67,25,8.244,8.244,13.606,13.78,-1.726,3.299,52,16.118,indo1319,34,71.55,Indo-European,,Burusho,-5.44261448218804,-5.096802484,-5.44261448218804,-5.096802484,-8.85553152890765,-5.44261448218804,-5.096802484,-8.85553152890765,0.43065677712718,-5.44261448218804,-5.096802484,-82.5940756198112,39.1186790379005,7.0739695717142,-56.9575033572417,28.4474170165828
vasa1239,27.3260524798155,10,5,no,AGR,4,Vasavi,Eurasia,Asia,73.8652,21.3624,3.568,101.36,3.568,9.813,-0.354,3.762,139,13.998,indo1319,34,71.55,Indo-European,Indian..Mixed,Indian..Mixed,-6.78995701088452,-3.82055379285472,-6.78995701088452,-3.82055379285472,-10.7070364897371,-6.78995701088452,-3.82055379285472,-10.7070364897371,-4.42387463408364,-6.78995701088452,-3.82055379285472,-82.9301422802142,39.3699094222507,7.12602003401885,-57.5137239468459,28.7740224504193
cent2150,28.574525122549,2.30333333333333,6,no,AGR,999,"Tunebo, Central",South America,South America,287.903,6.8867,2.581,229.324,28.894,2.581,3.952,-2.434,908,7.824,chib1249,9.75,276.58,Chibchan,Colombian,Colombian,-5.42480896815049,-5.23546835021193,-5.42480896815049,-5.23546835021193,-8.8471531810158,-5.42480896815049,-5.23546835021193,-8.8471531810158,0.473191452428384,-5.42480896815049,-5.23546835021193,12.3126679820573,-22.9065210657311,-4.70409940846035,17.5606868775191,37.9085348602333
vend1245,23.9184444444444,1.186,5,no,AGR,4,Venda,Africa,Africa,29.9523,-22.188,4.753,449.637,4.753,9.942,-2.316,2.287,479,13.795,atla1278,8.75,8.25,Niger-Congo,,San,-350.010064064784,53.8180398533127,-350.010064064784,53.8180398533127,73.1385406085677,-350.010064064784,53.8180398533127,73.1385406085677,-10.061626209594,-350.010064064784,53.8180398533127,69.5535384876819,70.9469494744528,-50.2076244840021,-6.90105162527596,-8.34600887682812
viet1252,28.1053700361011,7.56,10,no,AGR,999,Vietnamese,Eurasia,Asia,105.774071,20.681188,6.037,87.626,6.037,17.105,0.041,0.649,4,18.002,aust1305,14.83,100.5,Austro-Asiatic,Vietnamese,Vietnamese,-5.41288563150217,-5.11970507235226,-5.41288563150217,-5.11970507235226,-8.87127921860207,-5.41288563150217,-5.11970507235226,-8.87127921860207,0.420414321491586,-5.41288563150217,-5.11970507235226,13.9529727676921,-35.4431811094151,-10.7044690024154,-11.3849760454843,-0.639454740222735
wall1257,11.2709921798631,7.6,8,yes,AGR,7,East Uvean,Papunesia,Papunesia,183.793,-13.2903,4.342,11.517,4.342,539.022,4.123,-1.765,0,9.172,aust1307,23.76,120.98,Austronesian,Micronesians,Micronesians,-4.72832334202346,-5.57674005294725,-4.72832334202346,-5.57674005294725,-5.82356072731394,-4.72832334202346,-5.57674005294725,-5.82356072731394,-1.12026204627273,-4.72832334202346,-5.57674005294725,20.4745600841412,-73.2924843288996,-26.6539573867421,-62.9526669467376,-46.5569731506639
pano1254,27.1860913404508,0,4,no,AGR,3a,"Katukína, Panoan",South America,South America,288.43849,-7.97456,59.808,700.337,59.808,88.272,1.612,0.318,227,6.551,pano1259,-7.5,285,Panoan,,Karitiana,-5.41314029096098,-5.12008216640114,-5.41314029096098,-5.12008216640114,-8.87239661106497,-5.41314029096098,-5.12008216640114,-8.87239661106497,0.420473407187098,-5.41314029096098,-5.12008216640114,12.3126679820573,-22.9065210657311,-4.70409940846035,17.5606868775191,37.9085348602333
wels1247,10.5207297758285,6.98,8,no,AGR,999,Welsh,Eurasia,Europe,-4,52,4.997,26.604,4.997,14.652,-3.372,-3.887,167,13.138,indo1319,34,71.55,Indo-European,Irish,Irish,-5.355865857118,-5.1562302026837,-5.355865857118,-5.1562302026837,-8.61508804814446,-5.355865857118,-5.1562302026837,-8.61508804814446,0.287505245518461,-5.355865857118,-5.1562302026837,-38.3344762034111,5.14048464015371,-0.050249992043967,21.8836452292499,-19.2276404929347
nucl1347,28.9919871794872,1.14,8,yes,AGR,6,Wolof,Africa,Africa,-15.383,15.2534,22.24,138.229,22.24,58.168,-0.907,4.423,44,15.184,atla1278,8.75,8.25,Niger-Congo,,Bantu.speakers,-5.43689890833198,-5.10186289850735,-5.43689890833198,-5.10186289850735,-8.85964582874302,-5.43689890833198,-5.10186289850735,-8.85964582874302,0.42595511189568,-5.43689890833198,-5.10186289850735,39.0251614975593,18.7044468092625,-6.73625036486597,1.62001205523489,4.47167120092416
xava1240,28.7444743130227,0,3,no,HG,2,Xavante,South America,South America,307.5633,-14.3017,41.229,1217.325,41.229,46.209,0.04,1.746,335,9.17,nucl1710,-11,310,Nuclear-Macro-Je,,Karitiana,-5.41314029096098,-5.12008216640114,-5.41314029096098,-5.12008216640114,-8.87239661106497,-5.41314029096098,-5.12008216640114,-8.87239661106497,0.420473407187098,-5.41314029096098,-5.12008216640114,13.7062852264869,-27.3748496337296,-5.79528010691498,23.5509689658748,54.3784845138468
xhos1239,29.2671933085502,4.508,10,no,AGR,999,Xhosa,Africa,Africa,28.0769,-31.0389,19.404,131.859,19.404,70.466,-4.178,-1.475,2043,15.868,atla1278,8.75,8.25,Niger-Congo,,San,-350.010064064784,53.8180398533127,-350.010064064784,53.8180398533127,73.1385406085677,-350.010064064784,53.8180398533127,73.1385406085677,-10.061626209594,-350.010064064784,53.8180398533127,69.9526304232654,71.5821929363305,-50.7203793580751,-6.99353827866334,-8.47647408136645
yano1261,27.509586352657,5.2,7,no,HG,999,Yanomamo,South America,South America,295.1219,1.67967,58.652,875.687,169.316,58.652,2.681,-1.197,547,9.661,yano1268,1.67967,295.1219,Yanomamic,,Karitiana,-5.41314029096098,-5.12008216640114,-5.41314029096098,-5.12008216640114,-8.87239661106497,-5.41314029096098,-5.12008216640114,-8.87239661106497,0.420473407187098,-5.41314029096098,-5.12008216640114,12.3126679820573,-22.9065210657311,-4.70409940846035,17.560686877519,37.9085348602333
yoru1245,28.0305452292441,3.333,6,yes,AGR,5,Yoruba,Africa,Africa,3.67225,7.15345,21.143,86.404,21.143,59.41,1.268,1.581,127,16.755,atla1278,8.75,8.25,Niger-Congo,Yoruba,Yoruba,-5.41309241993484,-5.12036740851932,-5.41309241993484,-5.12036740851932,-8.87239153751299,-5.41309241993484,-5.12036740851932,-8.87239153751299,0.420635212094831,-5.41309241993484,-5.12036740851932,48.9986928037197,37.6340373785425,-23.1247258292564,-1.92509930494455,-1.23375272296099
yucu1253,28.8070023148148,0,5,no,AGR,4,Yucuna,South America,South America,288.9967,-0.76075,34.914,815.883,85.136,34.914,3.683,-1.756,147,7.496,araw1281,1,290.83,Arawakan,Colombian,Colombian,-5.42480896815049,-5.23546835021193,-5.42480896815049,-5.23546835021193,-8.8471531810158,-5.42480896815049,-5.23546835021193,-8.8471531810158,0.473191452428384,-5.42480896815049,-5.23546835021193,12.3126679820573,-22.9065210657311,-4.70409940846035,17.5606868775191,37.9085348602333
cent2127,8.778125,0,6,no,HG,4,Yupik,North America,North America,198.514,60.3062,18.025,41.604,22.051,18.025,-7.791,-4.198,30,9.21,eski1264,63.69,189.52,Eskimo-Aleut,,Hezhe,-7.98244699833907,-2.84138355931421,-7.98244699833907,-2.84138355931421,-7.56181589159715,-7.98244699833907,-2.84138355931421,-7.56181589159715,0.943488641634578,-7.98244699833907,-2.84138355931421,12.894340416826,-24.7922040300314,-5.16904750555486,20.268443778911,46.3743190413976
zulu1248,21.9611937299035,2.909,10,yes,AGR,7,Zulu,Africa,Africa,31.3512,-25.3305,7.183,131.74,11.731,7.183,-1.743,0.969,523,16.116,atla1278,8.75,8.25,Niger-Congo,,San,-350.010064064784,53.8180398533127,-350.010064064784,53.8180398533127,73.1385406085677,-350.010064064784,53.8180398533127,73.1385406085677,-10.061626209594,-350.010064064784,53.8180398533127,69.9526304232653,71.5821929363304,-50.7203793580751,-6.99353827866336,-8.47647408136645
